domain,phone_numbers,social_links,status
bgkinvestments.com,8184459921; 8883353139; 8884149111,http://www.linkedin.com/profile/view?id=16738601&authType=NAME_SEARCH&authToken=KLWQ&locale=en_US&srchid=1506777211381769734055&srchindex=2&srchtotal=3&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A1506777211381769734055%2CVSRPtargetId%3A16738601%2CVSRPcmpt%3Aprimary; https://www.facebook.com/ben.keisari.9,ok
haciendailusionpr.com,,,failed
hawaii432.com,,,failed
usconstructgroup.com,,,ok
wheeinc.com,,,ok
dafacargo.com,,,ok
mahoganyvacations.com,,https://facebook.com/mahoganyvacations1/; https://instagram.com/mahogany_vacations/,ok
stangerfabllc.com,,http://www.facebook.com/stangerfabllc; http://instagram.com/stangerfabllc,ok
troychurch.net,,,failed
anthonymarlowe.com,,,failed
avonnylocksmith.com,5852991038,,ok
exaintelligence.com,4148408800,,ok
mannexcavating.com,7077994711,,ok
miqrotech.com,8322696639,https://www.linkedin.com/jobs/search/?f_C=10604931&geoId=92000000,ok
morrisholmes.com,6305251350,,ok
rfacapitalcorp.com,9143934509,https://www.instagram.com/p/Cr38miVvfe-/; https://www.instagram.com/p/CqXCk28MBcY/; https://www.instagram.com/p/CqXCr70sg1C/; https://www.instagram.com/p/CqXCdBhMC3u/; https://www.instagram.com/rfacapital/; https://www.instagram.com/p/CqvxcVzP82R/; https://www.instagram.com/p/CqXCU6BshbP/; https://www.instagram.com/p/CqXCO1isdgx/,ok
ameecleaning.com,7855650000; (785) 565 0000; (785) 565-0000,,ok
cindywalker.com,4798571041; 4799672983; 4799676969,http://www.facebook.com/people/Cindy-Baker-Walker/616985612,ok
fivestarpoollinerswilliamstown.com,,,ok
sustainableracine.org,,,failed
clearmirrorhealing.wordpress.com,,http://www.facebook.com/ClearMirrorHealing; https://www.facebook.com/ClearMirrorHealing,ok
d-l-roofing-and-construction-llc.business.site,,,failed
lealvideoproductions.com,5104681847,https://www.instagram.com/danroleal/?hl=en; https://www.linkedin.com/in/dan-leal-075993230/,ok
rubpage.com,,,ok
sagacitystays.com,,,failed
valezio.com,,,failed
